turbine_id,timestamp,wind_speed,power_output,rotor_speed,blade_pitch,gearbox_oil_temp,bearing_temp,vibration_x,vibration_y
1,2023-01-01 00:00:00,9.490142459033699,1472.3471397657631,16.295377076201383,6.523029856408026,57.658466252766644,43.126904344406555,0.17896064077536958,0.13837173645764544
1,2023-01-01 01:00:00,6.594872630616241,1607.7081546398729,14.066131548600776,4.5342702464297435,62.450832527018164,29.708604921758983,0.013760985428535532,0.07192156634972034
1,2023-01-01 02:00:00,4.966468145635725,1561.2881783407142,13.17078106788969,3.5876962986647083,,43.236983385703816,0.10347978664463059,0.028791353280016495
1,2023-01-01 03:00:00,6.3764021041640895,1519.9046609505472,12.678994353624956,5.3756980183456715,54.07460352046317,42.73044967665627,0.07001954139261296,0.1929028300892851
1,2023-01-01 04:00:00,7.975427342437771,1285.8860421245706,16.611866092022332,3.7791563500289778,62.21281322194765,29.381284286979717,0.03365787895018863,0.1100627479170431
1,2023-01-01 05:00:00,10.240938239336197,1530.447537394508,14.731873750846404,4.698896304410711,45.32781704656654,39.33934944867443,0.07716048160564065,0.15323825158922313
1,2023-01-01 06:00:00,9.057947433311499,1143.960088661469,15.60136384724785,4.6149177195836835,53.390472336931225,50.04309054165912,0.15200462605317194,0.14700369797367735
1,2023-01-01 07:00:00,5.501535646338247,1433.1415294765889,15.607899215552694,5.975545127122359,55.401486523222516,43.66702973534288,0.04483964267924754,0.04033033263675235
1,2023-01-01 08:00:00,10.479327777051324,1764.1912407511602,14.796792586493359,6.003532897892024,63.870825691478245,39.99839813101164,0.11854205939652238,0.17760943563659168
1,2023-01-01 09:00:00,7.92803823114216,1804.807099216328,9.716784262638637,5.821902504375224,61.14438780045243,42.799676931656286,0.1050586850014956,0.000624351264170159
1,2023-01-01 10:00:00,7.377689258169901,1563.604491843134,17.86645581043088,4.481729781726353,52.17463929092346,41.19087336958032,0.14649895641452923,0.11701974326039914
1,2023-01-01 11:00:00,6.445978345336727,1593.887107531249,15.111044354744982,5.968644990532889,53.27085614106322,42.611785692767555,0.08083676260128078,0.026971785982657745
1,2023-01-01 12:00:00,8.94169099618089,1542.9533344294014,14.920702697102309,4.765412866624853,46.12137033497284,41.884646442384394,0.0833614598187035,0.06024545335815257
1,2023-01-01 13:00:00,7.564997793624485,1570.6012631524168,18.651139396344817,5.174577812831839,62.98224468262462,44.69306148625082,0.004087838590075737,0.09931568921801816
1,2023-01-01 14:00:00,8.23795546423184,1978.7968445849629,14.513682294377118,5.301547342333612,60.070452479068194,35.900129728937046,0.15824112871083126,0.13855982819577906
1,2023-01-01 15:00:00,10.45089405993761,,17.67304081575404,3.598148937207719,,62.992572344028424,0.05085173262154158,0.07222275187126037
1,2023-01-01 16:00:00,8.365345728025027,1388.1992749769447,11.804239224075134,5.068562974806027,49.771978565640865,49.179049360642104,0.05446101859461632,0.178916694012884
1,2023-01-01 17:00:00,5.698267164036714,,16.48689582026707,3.769135683566045,62.80393344048264,55.92852774155063,0.019792657897250095,0.11016016231649145
1,2023-01-01 18:00:00,8.858665218189977,1641.590261997485,12.414369254949294,3.6795433869157237,65.8063903970745,47.802260282338274,0.11353736429994946,0.11837831216912241
1,2023-01-01 19:00:00,6.016545130699542,1531.8977111760282,15.439469981770541,4.285648581973632,79.40499369000632,49.2541746692836,0.040818955978696315,0.13408954339579257
1,2023-01-01 20:00:00,5.126714539211216,1641.0068522262281,17.14573381981664,4.179317681648289,70.33009890536765,48.785269889646905,0.14251403807972174,0.19678804562402435
1,2023-01-01 21:00:00,7.340105926337298,1335.2328224923326,13.083593409944537,4.184189715034561,59.850887226370475,48.23037256441775,0.11502980263614922,0.1428434336575451
1,2023-01-01 22:00:00,8.127434738065691,1771.2233584880946,14.313240685978327,7.720169166589619,66.98549688590421,38.5623096837051,0.046966384223010776,0.125488980590543
1,2023-01-01 23:00:00,7.413902177928707,1624.1226879074825,15.765175728271961,4.927171087343127,52.12468154173809,33.259356257841986,0.07856750629921042,0.14446236902290963
1,2023-01-02 00:00:00,8.7459886071793,1236.020004207117,15.164389181524074,5.3853173797288365,51.775362745644536,46.78455845773499,0.1041453611533676,0.043365702929770475
1,2023-01-02 01:00:00,9.18677910705791,1592.2537336036019,16.95417529516104,6.053802052034903,46.80109764943445,37.966117176687504,0.12732366040243842,0.12726041376493058
1,2023-01-02 02:00:00,9.669229918684078,2241.407994206263,15.934630820717015,6.135565640180599,70.44403786418614,50.86387470058218,0.08533161275896649,0.13974179101798398
1,2023-01-02 03:00:00,5.7582249351985135,1433.2869054287105,13.842400497623869,5.081874139386323,84.26906457323602,30.46771381846611,0.1361262351472285,0.01962562322746441
1,2023-01-02 04:00:00,6.676383264268544,1694.0730960487901,14.919684455809593,3.922255222070694,53.586820388103924,51.14289693935809,0.06437041177194118,0.11237445049180612
1,2023-01-02 05:00:00,8.254697894747256,1350.1034307332052,19.01221111744766,5.633919022318011,40.32492845835858,47.16576321866867,0.06788088157462352,0.14468968090753845
1,2023-01-02 06:00:00,5.706774351472426,1455.2243465089855,15.773373948729965,5.865755194170122,48.71699146838386,42.9588499649715,0.07739652545858147,0.06834354144688412
1,2023-01-02 07:00:00,13.502456343016362,1556.8649356890114,12.287771631048654,5.917861947054776,82.4804961806633,54.08524777671752,0.024403989978684967,0.0769630149502161
1,2023-01-02 08:00:00,11.989545182720825,,15.63743981918549,5.774634053429336,51.542386408766674,45.23617790592969,-0.0630563808755089,0.04956110782021808
1,2023-01-02 09:00:00,7.361793422326557,1230.1459553438565,17.96834491673711,3.5698586220393675,56.51694779272516,46.805682374490495,0.17490271491678533,0.028672306166304992
1,2023-01-02 10:00:00,11.68481260782478,1476.9386550677655,12.81905870000403,5.46210347426327,63.04443710398218,40.88163548743604,0.10524943602174246,0.08210680359957949
1,2023-01-02 11:00:00,8.486511696379434,1604.3500097338667,17.859492513307817,3.762184501173151,82.75361458712753,29.897505311886835,0.0940279332900647,0.13168063787990283
1,2023-01-02 12:00:00,9.00214916406279,1351.1395835322999,14.325889488492583,4.506999065341168,55.08026677430793,52.72915947813923,0.11997208823562092,0.0665309016012327
1,2023-01-02 13:00:00,10.896727419386298,1533.0975986011997,16.323735137631736,5.629628841923612,52.66668581375869,41.26814488447509,0.1399059268409021,0.1329331057671992
1,2023-01-02 14:00:00,8.088103827251599,1495.059349030183,17.227997832754514,4.40842861116417,66.71492231412267,44.206725497358896,0.09080914269557312,0.15788268060874736
1,2023-01-02 15:00:00,10.680535903379889,1630.899389112435,17.274112422078133,5.021003841632759,68.12251054235217,43.34696433322378,0.11847437981809836,0.09531595780360728
1,2023-01-02 16:00:00,8.456807652877718,1587.2856912621398,13.101528072091229,7.092387275685461,50.938622708703036,35.99222091965211,0.16106365454850347,0.14237479739210976
1,2023-01-02 17:00:00,10.074742819905174,1593.0123487044154,14.67467560441565,4.102745628514168,62.003585516366975,40.39415178721512,0.15180548439764077,0.09454639710885338
